Accident_ID,Date,Year,Month,Day,Day_of_Week,Time,Quarter,State,District,Region,Urban_Rural,Highway_Type,Road_Type,Weather,Visibility,Road_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Number_of_Vehicles,Driver_Age,Driver_Gender,Driver_Experience_Years,Speed_Limit,Estimated_Speed,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Phone_Usage,Accident_Cause,Collision_Type,Severity,Number_of_Casualties,Number_of_Fatalities,Number_of_Injured,Emergency_Response_Time_Minutes,Hospital_Nearby,Vehicle_Damage_Cost,Insurance_Claim,FIR_Registered,Hit_and_Run,Festival_Season,Holiday,Rainfall_mm,Temperature,Latitude,Longitude
ACC101356,18-05-2023,2023,5,18,Thursday,20:29,Q2,Bihar,Bihar_District-7,East,Rural,National Highway,Roundabout,Rainy,Poor,Wet,Night - Streetlight,Very High,Bicycle,1,18,Male,0,80,108,N/A,N/A,No,No,Fog/Low Visibility,Side Collision,Fatal,5,3,2,9,Yes,132472,No,Yes,No,No,No,8.5,37,24.4262,85.3167
ACC101189,09-05-2023,2023,5,9,Tuesday,10:47,Q2,Karnataka,Karnataka_District-6,South,Urban,National Highway,Junction,Clear,Good,Under Construction,Daylight,High,Car,3,44,Male,20,80,88,N/A,Yes,No,No,Fog/Low Visibility,Vehicle Rollover,Serious,5,0,5,19,No,57807,Yes,Yes,Yes,No,No,1.1,30.9,15.9133,75.6952
ACC100816,20-10-2023,2023,10,20,Friday,07:46,Q4,Maharashtra,Maharashtra_District-8,West,Urban,City Road,Straight Road,Clear,Good,Potholes,Daylight,Moderate,Two-Wheeler,1,39,Male,,40,44,Yes,N/A,No,Yes,Mobile Phone Usage,Vehicle Rollover,Serious,5,0,5,24,Yes,,No,Yes,No,No,No,0.1,19.6,19.945,75.0031
ACC101306,15-03-2023,2023,3,15,Wednesday,17:47,Q1,Madhya Pradesh,Madhya_District-1,Central,Rural,Expressway,Bridge,Clear,Good,Dry,Daylight,High,Two-Wheeler,1,26,Male,7,100,114,No,N/A,No,No,Signal Jumping,Side Collision,Serious,2,0,2,24,Yes,43694,No,Yes,No,Yes,No,2.8,28.6,23.1151,79.0243
ACC101637,21-08-2023,2023,8,21,Monday,08:10,Q3,Karnataka,Karnataka_District-7,South,Rural,Village Road,Curve/Bend,Clear,Good,Dry,Daylight,Very High,Bicycle,3,56,Male,33,30,31,N/A,N/A,No,Yes,Mobile Phone Usage,Rear-end Collision,Serious,3,1,2,37,No,83744,Yes,Yes,No,No,No,2.5,23,15.0416,74.6636
ACC100680,23-10-2023,2023,10,23,Monday,21:04,Q4,Tamil Nadu,Tamil_District-1,South,Rural,National Highway,Roundabout,Clear,Good,Dry,Night - No Streetlight,Very High,Auto-Rickshaw,2,34,Male,12,80,88,N/A,N/A,No,No,Drunk Driving,Multi-Vehicle Pileup,Fatal,3,2,1,26,Yes,138024,Yes,Yes,No,Yes,No,2.8,31.4,10.5719,78.7269
ACC101094,25-03-2024,2024,3,25,Monday,17:45,Q1,Maharashtra,Maharashtra_District-3,West,Urban,State Highway,Bridge,Rainy,Poor,Wet,Daylight,Very High,Two-Wheeler,2,44,Male,,60,50,Yes,N/A,No,No,Fatigue/Sleepy Driving,Pedestrian Hit,Serious,4,1,3,21,No,36199,No,Yes,No,Yes,Yes,25.2,17.5,19.7134,75.1026
ACC100081,06-06-2024,2024,6,6,Thursday,21:56,Q2,Maharashtra,Maharashtra_District-8,West,Rural,National Highway,Junction,Clear,Good,Under Construction,Night - Streetlight,High,Car,1,23,Male,3,80,96,N/A,Yes,No,Yes,Wrong Side Driving,Vehicle Rollover,Minor,2,0,2,17,No,16893,No,No,No,No,No,4.4,35.2,19.6136,75.874
ACC101679,24-08-2023,2023,8,24,Thursday,19:06,Q3,West Bengal,West_District-7,East,Rural,National Highway,Straight Road,Cloudy,Moderate,Dry,Night - Streetlight,Very High,Two-Wheeler,1,39,Female,14,80,99,No,N/A,No,Yes,Mobile Phone Usage,Multi-Vehicle Pileup,Minor,1,0,1,18,,15186,No,No,No,No,No,0.2,27.9,21.4116,87.7177
ACC101287,14-10-2023,2023,10,14,Saturday,18:26,Q4,Karnataka,Karnataka_District-8,South,Urban,City Road,Junction,,Poor,Under Construction,Dusk/Dawn,High,Tractor,1,38,Female,13,40,64,N/A,N/A,No,Yes,Signal Jumping,Rear-end Collision,Serious,6,0,6,17,Yes,55542,Yes,Yes,No,No,Yes,19.3,,16.6477,75.1262
ACC101685,02-10-2024,2024,10,2,Wednesday,21:28,Q4,Madhya Pradesh,Madhya_District-8,Central,Urban,City Road,Junction,Rainy,Poor,Wet,Night - No Streetlight,Very High,Pedestrian-Involved,2,38,Male,11,40,36,N/A,N/A,No,Yes,Mobile Phone Usage,Hit and Run,Serious,4,0,4,29,Yes,111460,Yes,Yes,No,No,No,5.4,25.8,23.9133,78.5862
ACC100753,09-03-2023,2023,3,9,Thursday,12:56,Q1,Uttar Pradesh,Uttar_District-4,North,Urban,City Road,Bridge,Clear,Good,Dry,Daylight,Low,Truck,2,41,Male,15,40,34,N/A,N/A,Yes,No,Drunk Driving,Hit and Run,Serious,3,0,3,38,Yes,43647,Yes,Yes,No,No,No,2,25.2,26.3289,82.0917
ACC101263,16-02-2023,2023,2,16,Thursday,20:50,Q1,Chhattisgarh,Chhattisgarh_District-7,Central,Urban,City Road,Straight Road,Clear,Good,Potholes,Night - Streetlight,Very High,Truck,3,33,Male,9,40,42,N/A,N/A,No,Yes,Mobile Phone Usage,Rear-end Collision,Minor,1,0,1,27,Yes,17519,Yes,No,No,No,No,0.7,11.7,20.7007,81.9135
ACC101055,28-07-2024,2024,7,28,Sunday,10:14,Q3,Jharkhand,Jharkhand_District-7,East,Urban,National Highway,Straight Road,Clear,Good,Dry,Daylight,Very High,Two-Wheeler,2,38,Male,18,80,110,Yes,N/A,No,No,Signal Jumping,Side Collision,Fatal,5,2,3,5,Yes,44002,Yes,Yes,No,No,Yes,2.1,24.5,22.9484,84.7773
ACC100243,23-04-2023,2023,4,23,Sunday,08:52,Q2,Karnataka,Karnataka_District-1,South,Urban,State Highway,Bridge,Rainy,Poor,Wet,Daylight,Very High,Two-Wheeler,2,47,Male,26,60,61,Yes,N/A,No,Yes,Fog/Low Visibility,Rear-end Collision,Serious,6,1,5,,No,29244,No,Yes,No,No,Yes,1.1,24.2,15.8064,75.4824
ACC101747,12-12-2024,2024,12,12,Thursday,22:21,Q4,Uttarakhand,Uttarakhand_District-4,North,Urban,Expressway,Junction,Foggy,Very Poor,Dry,Night - No Streetlight,Low,Bus,1,18,Male,0,100,135,N/A,N/A,Yes,No,Drunk Driving,Pedestrian Hit,Fatal,3,2,1,25,Yes,165305,Yes,Yes,No,No,No,1.5,19.2,30.4369,78.7575
ACC100642,13-06-2023,2023,6,13,Tuesday,20:36,Q2,Uttar Pradesh,Uttar_District-4,North,Rural,National Highway,Bridge,Clear,Good,Dry,Night - Streetlight,Very High,Tractor,2,35,Male,14,80,69,N/A,N/A,No,No,Drunk Driving,Multi-Vehicle Pileup,Minor,0,0,0,8,Yes,12352,Yes,No,No,No,No,5.8,30.9,27.1966,80.1238
ACC100697,11-09-2024,2024,9,11,Wednesday,21:47,Q3,Uttar Pradesh,Uttar_District-5,North,Rural,City Road,Curve/Bend,,Good,Potholes,Night - No Streetlight,High,Two-Wheeler,4,30,Male,10,40,46,No,N/A,No,No,Drunk Driving,Hit and Run,Minor,1,0,1,30,Yes,16348,Yes,No,No,No,No,0.3,23.7,27.0459,81.8472
ACC100210,11-01-2024,2024,1,11,Thursday,19:39,Q1,Andhra Pradesh,Andhra_District-7,South,Urban,Village Road,Bridge,Clear,Good,Wet,Night - Streetlight,Very High,Car,4,38,Male,17,30,31,N/A,Yes,No,No,Overspeeding,Rear-end Collision,Minor,0,0,0,32,No,14658,Yes,Yes,No,No,No,0.3,22.6,16.1677,80.2565
ACC101833,12-07-2024,2024,7,12,Friday,03:39,Q3,Gujarat,Gujarat_District-7,West,Rural,City Road,Curve/Bend,Clear,Good,Under Construction,Night - No Streetlight,High,Truck,2,41,Male,17,40,49,N/A,N/A,No,No,Mobile Phone Usage,Rear-end Collision,Minor,2,0,2,27,Yes,15613,Yes,Yes,No,No,No,0.6,21.5,21.6548,70.8145
ACC100771,21-05-2024,2024,5,21,Tuesday,09:24,Q2,Madhya Pradesh,Madhya_District-3,Central,Rural,National Highway,Straight Road,Cloudy,Moderate,Potholes,Daylight,Moderate,Auto-Rickshaw,4,27,Male,8,80,119,N/A,N/A,No,No,Overtaking,Multi-Vehicle Pileup,Serious,7,1,6,34,Yes,80793,Yes,Yes,No,No,No,0.5,27.4,24.4312,79.0354
ACC101792,15-08-2024,2024,8,15,Thursday,19:58,Q3,Uttar Pradesh,Uttar_District-4,North,Urban,Village Road,Flyover,Clear,Good,Dry,Night - Streetlight,Very High,Car,4,36,Male,12,30,43,N/A,Yes,No,No,Pedestrian Crossing Negligence,Multi-Vehicle Pileup,Serious,2,1,1,21,,100468,Yes,Yes,No,No,No,0.2,19.8,27.7789,81.1334
ACC100436,09-06-2024,2024,6,9,Sunday,02:23,Q2,Madhya Pradesh,Madhya_District-1,Central,Rural,State Highway,Flyover,Clear,Good,Dry,Night - Streetlight,Moderate,Car,4,49,Male,27,60,65,N/A,No,No,No,Fatigue/Sleepy Driving,Rear-end Collision,Minor,2,0,2,36,No,20223,No,No,No,No,No,0.5,30,22.6016,78.8544
ACC101064,17-09-2024,2024,9,17,Tuesday,19:26,Q3,Maharashtra,Maharashtra_District-8,West,Urban,National Highway,Roundabout,Foggy,Very Poor,Under Construction,Night - No Streetlight,Very High,Car,4,36,Male,14,80,71,N/A,Yes,No,No,Pedestrian Crossing Negligence,Side Collision,Fatal,2,1,1,6,No,153262,No,Yes,No,No,No,0.1,26.8,20.1082,74.8839
ACC100975,01-09-2024,2024,9,1,Sunday,18:00,Q3,Madhya Pradesh,Madhya_District-3,Central,Urban,City Road,Junction,Clear,Good,,Dusk/Dawn,High,Car,4,45,Male,26,40,55,N/A,No,No,No,Brake Failure,Pedestrian Hit,Serious,2,1,1,33,No,68831,No,Yes,No,No,No,2.3,23.4,24.1095,78.6219
ACC100552,29-06-2024,2024,6,29,Saturday,21:05,Q2,Uttar Pradesh,Uttar_District-5,North,Urban,Village Road,Flyover,Rainy,Poor,Wet,Night - Streetlight,Moderate,Bus,2,18,Male,0,30,39,N/A,N/A,No,No,Wrong Side Driving,Side Collision,Serious,2,0,2,21,No,73726,No,Yes,No,No,No,12.7,27.6,26.6556,81.2136
ACC101334,23-03-2024,2024,3,23,Saturday,20:51,Q1,Tamil Nadu,Tamil_District-8,South,Rural,Village Road,Curve/Bend,Cloudy,Moderate,Potholes,Night - Streetlight,High,Car,2,40,Male,16,30,24,N/A,Yes,No,No,Overtaking,Head-on Collision,Minor,0,0,0,20,Yes,7663,Yes,Yes,No,Yes,No,1.1,25.9,11.4175,78.8794
ACC101343,13-07-2023,2023,7,13,Thursday,17:27,Q3,Uttar Pradesh,Uttar_District-5,North,Rural,City Road,Straight Road,Clear,Good,Dry,Daylight,Moderate,Auto-Rickshaw,2,33,Female,14,40,43,N/A,N/A,No,No,Drunk Driving,Vehicle Rollover,Minor,1,0,1,18,No,17447,Yes,Yes,No,No,No,0.7,26.6,27.6062,81.8473
ACC101014,26-10-2023,2023,10,26,Thursday,23:17,Q4,Madhya Pradesh,Madhya_District-7,Central,Urban,State Highway,Junction,Cloudy,Moderate,Dry,Night - No Streetlight,High,Pedestrian-Involved,2,30,Male,8,60,54,N/A,N/A,No,No,Drunk Driving,Pedestrian Hit,Serious,2,0,2,23,Yes,84089,No,Yes,No,No,Yes,1.6,28.8,24.283,77.9176
ACC101801,31-12-2023,2023,12,31,Sunday,20:55,Q4,West Bengal,West_District-4,East,Urban,Village Road,Straight Road,Rainy,Poor,Under Construction,Night - Streetlight,Very High,Auto-Rickshaw,2,44,Male,24,30,36,N/A,N/A,No,No,Fog/Low Visibility,Head-on Collision,Serious,4,0,4,24,,79732,Yes,Yes,No,No,Yes,22.6,15.4,22.2878,86.7869
ACC100467,03-07-2023,2023,7,3,Monday,16:09,Q3,Maharashtra,Maharashtra_District-7,West,Rural,Village Road,Junction,Clear,Good,Under Construction,Daylight,Low,Bus,3,46,Female,25,30,40,N/A,N/A,No,No,Brake Failure,Rear-end Collision,Fatal,4,1,3,22,Yes,203729,No,Yes,No,No,No,0.1,26.4,19.4756,75.8395
ACC101503,25-09-2023,2023,9,25,Monday,19:26,Q3,Rajasthan,Rajasthan_District-6,North,Urban,Village Road,Bridge,Rainy,Poor,Wet,Night - No Streetlight,Very High,Truck,2,42,Male,20,30,50,N/A,N/A,No,No,Overtaking,Rear-end Collision,Fatal,2,1,1,12,Yes,181229,Yes,Yes,Yes,No,Yes,26.1,29.6,26.4785,74.7529
ACC101250,06-04-2024,2024,4,6,Saturday,18:30,Q2,Punjab,Punjab_District-5,North,Rural,City Road,Curve/Bend,Clear,Good,Under Construction,Dusk/Dawn,High,Two-Wheeler,3,56,Male,,40,49,Yes,N/A,No,No,Wrong Side Driving,Vehicle Rollover,Minor,0,0,0,39,Yes,9476,Yes,No,No,No,No,2.3,30.3,31.1117,75.5798
ACC100278,12-03-2024,2024,3,12,Tuesday,17:59,Q1,Bihar,Bihar_District-5,East,Urban,Village Road,Straight Road,Clear,Good,Dry,Daylight,Moderate,Bicycle,1,58,Male,36,30,18,N/A,N/A,No,No,Overtaking,Rear-end Collision,Minor,0,0,0,17,No,18289,Yes,No,No,Yes,Yes,3.1,21.8,25.6755,84.8543
ACC101070,18-10-2023,2023,10,18,Wednesday,18:36,Q4,Maharashtra,Maharashtra_District-1,West,Urban,Village Road,Flyover,Cloudy,Moderate,Under Construction,Dusk/Dawn,Very High,Bus,1,30,Male,8,30,42,N/A,N/A,Yes,No,Overtaking,Head-on Collision,Fatal,3,2,1,37,Yes,162505,No,Yes,No,No,No,1.2,27.9,19.1383,74.6952
ACC101018,30-04-2023,2023,4,30,Sunday,20:40,Q2,Rajasthan,Rajasthan_District-8,North,Urban,City Road,Bridge,Clear,Good,Dry,Night - Streetlight,High,Truck,4,39,Male,,40,30,N/A,N/A,No,No,Overspeeding,Head-on Collision,Minor,1,0,1,22,Yes,18152,No,No,No,No,No,1.2,24.7,26.2176,73.8546
ACC101560,18-03-2024,2024,3,18,Monday,17:53,Q1,Uttar Pradesh,Uttar_District-3,North,Rural,City Road,Straight Road,Cloudy,Moderate,Dry,Daylight,Moderate,Two-Wheeler,4,40,Male,21,40,39,No,N/A,No,Yes,Fatigue/Sleepy Driving,Head-on Collision,Minor,0,0,0,20,Yes,15917,Yes,Yes,No,No,No,0.6,18.7,26.8071,81.5532
ACC100723,20-12-2024,2024,12,20,Friday,10:03,Q4,Tamil Nadu,Tamil_District-5,South,Urban,City Road,Roundabout,Clear,Good,Dry,Daylight,High,Two-Wheeler,2,24,Male,1,40,38,Yes,N/A,No,Yes,Overtaking,Pedestrian Hit,Minor,0,0,0,51,Yes,8850,Yes,No,No,No,No,0.2,23.7,10.8545,77.7817
ACC101862,03-09-2023,2023,9,3,Sunday,10:51,Q3,Maharashtra,Maharashtra_District-5,West,Urban,Expressway,Junction,Clear,Good,Potholes,Daylight,Moderate,Car,2,31,Male,12,100,79,N/A,No,No,No,Overspeeding,Side Collision,Serious,2,1,1,19,Yes,19450,No,Yes,No,No,No,0.4,21.6,19.3209,76.6698
ACC100787,28-12-2024,2024,12,28,Saturday,18:33,Q4,Uttar Pradesh,Uttar_District-3,North,Rural,State Highway,Bridge,Clear,Good,Dry,Dusk/Dawn,Very High,Car,2,41,Male,18,60,57,N/A,Yes,No,No,Overtaking,Multi-Vehicle Pileup,Serious,4,0,4,8,Yes,54940,Yes,Yes,No,No,No,1,18.9,26.1508,80.0876
ACC101667,25-08-2023,2023,8,25,Friday,22:03,Q3,Kerala,Kerala_District-3,South,Rural,Village Road,Straight Road,Rainy,Poor,Wet,Night - Streetlight,Moderate,Bicycle,4,18,Male,0,30,36,N/A,N/A,No,No,Fog/Low Visibility,Head-on Collision,Serious,4,1,3,35,No,72948,Yes,Yes,Yes,No,No,7.8,35.9,12.0684,76.739
ACC101253,14-10-2024,2024,10,14,Monday,22:55,Q4,Karnataka,Karnataka_District-1,South,Urban,National Highway,Junction,Rainy,Poor,Dry,Night - Streetlight,Moderate,Two-Wheeler,1,45,Male,26,80,79,Yes,N/A,No,No,Overspeeding,Pedestrian Hit,Serious,2,1,1,39,No,66201,Yes,Yes,No,No,No,12.1,28.7,15.4445,74.6143
ACC101310,03-04-2023,2023,4,3,Monday,18:11,Q2,Maharashtra,Maharashtra_District-6,West,Urban,Expressway,Flyover,Clear,Good,Dry,Dusk/Dawn,Very High,Two-Wheeler,2,29,Male,7,100,120,No,N/A,Yes,No,Drunk Driving,Rear-end Collision,Serious,3,0,3,24,Yes,74101,No,Yes,No,No,No,0.5,23.6,20.0221,75.3732
ACC101247,24-07-2024,2024,7,24,Wednesday,19:07,Q3,Assam,Assam_District-6,Northeast,Rural,National Highway,Curve/Bend,Clear,Good,Potholes,Night - Streetlight,High,Truck,2,49,Male,25,80,49,N/A,N/A,No,No,Overspeeding,Head-on Collision,Minor,1,0,1,34,Yes,17377,Yes,Yes,No,No,No,0,31.7,26.1764,91.9605
ACC100907,13-07-2023,2023,7,13,Thursday,21:26,Q3,West Bengal,West_District-1,East,Urban,National Highway,Roundabout,Clear,Good,Dry,Night - Streetlight,High,Bus,2,25,Female,1,80,61,N/A,N/A,Yes,Yes,Mobile Phone Usage,Side Collision,Serious,1,0,1,22,Yes,41819,No,Yes,No,No,No,1.2,21.6,24.2326,87.9541
ACC100564,12-01-2023,2023,1,12,Thursday,20:12,Q1,West Bengal,West_District-8,East,Urban,Village Road,Bridge,Clear,Good,Wet,Night - No Streetlight,High,Bus,1,28,Male,9,30,30,N/A,N/A,No,No,Pedestrian Crossing Negligence,Vehicle Rollover,Serious,1,0,1,24,No,58747,Yes,Yes,No,No,No,0.6,14.1,23.5489,86.2374
ACC100389,13-12-2024,2024,12,13,Friday,18:59,Q4,Karnataka,Karnataka_District-6,South,Urban,National Highway,Roundabout,Clear,Good,Under Construction,Dusk/Dawn,Very High,Car,2,56,Male,32,80,106,N/A,Yes,No,No,Overspeeding,Rear-end Collision,Fatal,2,1,1,16,Yes,139966,Yes,Yes,No,No,No,0.3,26.6,15.1677,75.9733
ACC100023,23-06-2024,2024,6,23,Sunday,22:46,Q2,Delhi,Delhi_District-8,North,Rural,City Road,Flyover,Rainy,Poor,Oil Spill,Night - No Streetlight,Moderate,Truck,1,18,Male,0,40,41,N/A,N/A,No,No,Fatigue/Sleepy Driving,Pedestrian Hit,Fatal,4,1,3,27,Yes,177828,No,Yes,No,No,No,4.8,27.1,28.8181,77.5923
ACC101168,14-05-2023,2023,5,14,Sunday,19:09,Q2,Karnataka,Karnataka_District-2,South,Rural,State Highway,Straight Road,Clear,Good,Dry,Night - No Streetlight,Very High,Truck,1,24,Male,2,60,72,N/A,N/A,No,No,Overspeeding,Pedestrian Hit,Minor,0,0,0,8,No,11557,Yes,Yes,No,No,No,0.3,35.5,15.8058,76.3602
ACC100125,28-10-2024,2024,10,28,Monday,09:47,Q4,Chhattisgarh,Chhattisgarh_District-7,Central,Urban,City Road,Roundabout,Cloudy,Moderate,Potholes,Daylight,Moderate,Two-Wheeler,1,28,Male,4,40,55,Yes,N/A,No,No,Fatigue/Sleepy Driving,Head-on Collision,Serious,2,0,2,25,Yes,57940,Yes,Yes,No,No,No,3.1,25.5,20.839,81.6516
ACC101223,27-03-2024,2024,3,27,Wednesday,13:08,Q1,Rajasthan,Rajasthan_District-5,North,Rural,Village Road,Roundabout,Clear,Good,Oil Spill,Daylight,High,Two-Wheeler,2,28,Female,3,30,30,No,N/A,No,No,Fog/Low Visibility,Head-on Collision,Serious,4,0,4,27,Yes,59536,No,Yes,No,No,No,,22.1,27.5518,74.8957
ACC100774,26-12-2024,2024,12,26,Thursday,19:37,Q4,Kerala,Kerala_District-1,South,Urban,City Road,Roundabout,Clear,Good,Dry,Night - No Streetlight,Very High,Truck,3,18,Male,0,40,58,N/A,N/A,No,No,Wrong Side Driving,Vehicle Rollover,Fatal,3,2,1,7,Yes,274300,No,Yes,No,No,No,0.1,16.8,9.8776,75.6784
ACC100881,29-11-2024,2024,11,29,Friday,17:24,Q4,Tamil Nadu,Tamil_District-2,South,Urban,National Highway,Straight Road,Cloudy,Moderate,Dry,Daylight,High,Truck,1,48,Male,23,80,105,N/A,N/A,Yes,No,Poor Road Condition,Head-on Collision,Fatal,8,2,6,5,No,142946,No,Yes,No,No,No,0.7,26.7,10.8447,77.7401
ACC101145,30-11-2023,2023,11,30,Thursday,20:43,Q4,Gujarat,Gujarat_District-7,West,Urban,National Highway,Curve/Bend,Clear,Good,Potholes,Night - Streetlight,High,Auto-Rickshaw,1,30,Female,8,80,87,N/A,N/A,No,No,Fatigue/Sleepy Driving,Hit and Run,Serious,3,0,3,18,Yes,58951,Yes,Yes,No,Yes,No,0.2,33.3,22.5831,72.2012
ACC101167,07-06-2024,2024,6,7,Friday,20:20,Q2,Andhra Pradesh,Andhra_District-1,South,Rural,City Road,Curve/Bend,Clear,Good,Dry,Night - No Streetlight,Moderate,Car,2,22,Male,2,40,52,N/A,Yes,No,No,Pedestrian Crossing Negligence,Rear-end Collision,Minor,1,0,1,27,Yes,7779,Yes,No,No,No,No,0.7,28.2,16.0574,78.7227
ACC100051,09-04-2023,2023,4,9,Sunday,04:17,Q2,Tamil Nadu,Tamil_District-3,South,Urban,City Road,Roundabout,,Poor,Wet,Night - No Streetlight,High,Auto-Rickshaw,6,37,Male,12,40,41,N/A,N/A,No,No,Pedestrian Crossing Negligence,Side Collision,Serious,4,1,3,25,Yes,53453,Yes,Yes,No,No,No,3.9,24.6,10.5826,78.8873
ACC101335,04-06-2023,2023,6,4,Sunday,17:32,Q2,Odisha,Odisha_District-8,East,Rural,Village Road,Junction,Clear,Good,Under Construction,Daylight,High,Tractor,1,27,Male,7,30,23,N/A,N/A,No,No,Fog/Low Visibility,Rear-end Collision,Minor,0,0,0,5,No,9381,Yes,No,Yes,No,No,2.7,31.9,19.7526,84.7528
ACC101390,19-10-2023,2023,10,19,Thursday,18:14,Q4,Uttar Pradesh,Uttar_District-5,North,Rural,Village Road,Curve/Bend,Foggy,Very Poor,Dry,Dusk/Dawn,Very High,Two-Wheeler,3,45,Male,23,30,20,Yes,N/A,No,No,Overtaking,Rear-end Collision,Minor,0,0,0,17,Yes,13228,Yes,No,No,No,No,1.1,27.5,27.1011,80.8712
ACC101106,04-11-2024,2024,11,4,Monday,13:34,Q4,West Bengal,West_District-7,East,Urban,Village Road,Roundabout,Clear,Good,Dry,Daylight,Moderate,Two-Wheeler,1,48,Female,28,30,41,Yes,N/A,No,No,Brake Failure,Head-on Collision,Serious,5,1,4,11,No,37560,Yes,Yes,Yes,Yes,No,3.5,24.4,24.5086,87.7757
ACC100704,14-10-2024,2024,10,14,Monday,03:36,Q4,Kerala,Kerala_District-2,South,Urban,State Highway,Curve/Bend,Clear,Good,Dry,Night - Streetlight,Low,Two-Wheeler,4,34,Male,9,60,45,Yes,N/A,Yes,No,Drunk Driving,Rear-end Collision,Minor,0,0,0,15,Yes,15128,No,Yes,No,No,No,0.4,18.6,10.1518,76.378
ACC100483,28-10-2024,2024,10,28,Monday,20:24,Q4,Tamil Nadu,Tamil_District-8,South,Urban,State Highway,Curve/Bend,Clear,Good,Dry,Night - Streetlight,Very High,Car,3,19,Male,0,60,87,N/A,Yes,Yes,No,Drunk Driving,Head-on Collision,Fatal,2,1,1,18,Yes,79366,Yes,Yes,No,No,No,2,25.5,10.6561,79.3417
ACC101146,24-01-2023,2023,1,24,Tuesday,19:24,Q1,Karnataka,Karnataka_District-4,South,Urban,Village Road,Junction,Rainy,Poor,Wet,Night - No Streetlight,High,Two-Wheeler,2,41,Male,18,30,35,No,N/A,No,No,Overtaking,Side Collision,Fatal,2,1,1,25,Yes,181029,Yes,Yes,No,No,No,9,19.9,15.9655,75.5776
ACC101823,15-03-2023,2023,3,15,Wednesday,18:17,Q1,Kerala,Kerala_District-7,South,Urban,City Road,Straight Road,Foggy,Very Poor,Dry,Dusk/Dawn,Low,Two-Wheeler,3,36,Male,16,40,38,Yes,N/A,No,No,Fog/Low Visibility,Pedestrian Hit,Minor,0,0,0,25,Yes,10412,No,No,No,Yes,No,1.1,23.4,9.9789,77.1584
ACC100067,26-04-2023,2023,4,26,Wednesday,21:23,Q2,West Bengal,West_District-7,East,Rural,Expressway,Junction,Rainy,Poor,Wet,Night - Streetlight,Moderate,Truck,2,18,Female,0,100,94,N/A,N/A,No,No,Overspeeding,Pedestrian Hit,Serious,3,0,3,32,Yes,57039,Yes,Yes,No,No,No,13.9,33,22.746,87.9501
ACC101641,22-08-2023,2023,8,22,Tuesday,08:14,Q3,Uttar Pradesh,Uttar_District-2,North,Rural,City Road,Junction,,Poor,Wet,Daylight,High,Bus,4,,Male,4,40,56,N/A,N/A,No,No,Fog/Low Visibility,Rear-end Collision,Fatal,5,3,2,34,No,200213,Yes,Yes,No,No,No,20.4,26.3,25.699,81.7406
ACC100734,01-04-2023,2023,4,1,Saturday,18:36,Q2,Maharashtra,Maharashtra_District-6,West,Rural,National Highway,Curve/Bend,Clear,Good,Dry,Dusk/Dawn,Very High,Bicycle,3,44,Male,22,80,123,N/A,N/A,No,No,Pedestrian Crossing Negligence,Multi-Vehicle Pileup,Fatal,4,3,1,42,Yes,189132,Yes,Yes,Yes,No,No,2.6,34.5,19.3218,74.5971
ACC101703,29-02-2024,2024,2,29,Thursday,21:03,Q1,Bihar,Bihar_District-3,East,Rural,National Highway,Roundabout,Clear,Good,Potholes,Night - No Streetlight,High,Auto-Rickshaw,3,52,Female,28,80,91,N/A,N/A,No,No,Overspeeding,Hit and Run,Serious,3,0,3,8,Yes,43069,No,Yes,No,No,No,1.1,20.5,27.0402,84.0154
ACC100802,04-03-2023,2023,3,4,Saturday,22:05,Q1,Jharkhand,Jharkhand_District-8,East,Urban,National Highway,Bridge,Rainy,Poor,Wet,Night - No Streetlight,High,Two-Wheeler,3,48,Male,24,80,102,No,N/A,No,No,Fatigue/Sleepy Driving,Multi-Vehicle Pileup,Fatal,3,2,1,16,Yes,102532,Yes,Yes,Yes,No,No,7.2,29.1,23.9274,84.9729
ACC101474,03-09-2024,2024,9,3,Tuesday,20:30,Q3,West Bengal,West_District-8,East,Urban,National Highway,Bridge,Clear,Good,Wet,Night - No Streetlight,Moderate,Two-Wheeler,1,18,Female,0,80,78,Yes,N/A,No,No,Overspeeding,Side Collision,Serious,7,1,6,28,No,38081,Yes,Yes,No,No,No,1.6,25.1,22.7052,87.349
ACC101402,04-07-2024,2024,7,4,Thursday,16:03,Q3,Telangana,Telangana_District-2,South,Rural,National Highway,Curve/Bend,Rainy,Poor,Wet,Daylight,Very High,Auto-Rickshaw,1,43,Male,19,80,78,N/A,N/A,No,No,Poor Road Condition,Rear-end Collision,Serious,5,1,4,47,Yes,56553,Yes,Yes,No,No,No,,20,17.8917,78.286
ACC100908,25-06-2024,2024,6,25,Tuesday,22:38,Q2,Delhi,Delhi_District-7,North,Rural,City Road,Bridge,Stormy,Poor,Potholes,Night - Streetlight,Low,Bus,2,27,Male,6,40,39,N/A,N/A,No,No,Overspeeding,Pedestrian Hit,Minor,2,0,2,15,Yes,16501,Yes,No,No,No,No,0.1,27.1,28.2035,77.163
